Clase,Edad,Sexo,Sobrevivio
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,mujer,si
tripulacion,adulto,mujer,si
tripulacion,adulto,mujer,si
tripulacion,adulto,mujer,si
tripulacion,adulto,mujer,si
tripulacion,adulto,mujer,si
tripulacion,adulto,mujer,si
tripulacion,adulto,mujer,si
tripulacion,adulto,mujer,si
tripulacion,adulto,mujer,si
tripulacion,adulto,mujer,si
tripulacion,adulto,mujer,si
tripulacion,adulto,mujer,si
tripulacion,adulto,mujer,si
tripulacion,adulto,mujer,si
tripulacion,adulto,mujer,si
tripulacion,adulto,mujer,si
tripulacion,adulto,mujer,si
tripulacion,adulto,mujer,si
tripulacion,adulto,mujer,si
tripulacion,adulto,mujer,no
tripulacion,adulto,mujer,no
tripulacion,adulto,mujer,no
